,Attr1,Attr2,Attr3,Attr6,Attr9,Attr12,Attr13,Attr17,Attr19,Attr21,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr30,Attr34,Attr35,Attr36,Attr38,Attr39,Attr40,Attr41,Attr45,Attr46,Attr48,Attr49,Attr50,Attr52,Attr53,Attr54,Attr56,Attr57,Attr59,class
5541,-0.002254,0.52321,0.24027,0.041228,0.99718,-0.006533,0.022178,1.9113,-0.000767,1.2268,-0.000965,0.052943,0.40532,0.098166,-0.006049,0.49497,0.22071,-0.002709,-0.001418,2.3668,0.65422,-0.000607,0.031791,0.32954,-0.004828,0.17384,-0.055033,-0.023551,0.9835,0.11706,0.83498,1.3477,-0.00283,-0.005561,0.61409,0
5542,0.001991,0.90245,0.063408,0.0,0.45232,0.015469,0.005612,1.1081,0.005612,0.90765,0.004401,0.021915,0.095063,0.002206,1.3802,0.082082,1.9757,0.50932,-0.007267,0.45232,0.77444,-0.016065,0.25356,0.10873,0.059791,1.1835,0.008312,0.018376,0.2521,0.35701,0.12628,1.0025,-0.016065,0.020408,0.1599,0
5543,0.005276,0.73077,-0.060426,-0.036945,1.0275,0.013512,0.040941,1.3684,0.003047,1.392,0.003047,-0.037616,0.21831,0.096991,0.093036,-0.090189,0.42152,0.021451,0.015676,1.7521,0.55864,0.009055,0.014652,0.29559,0.048287,0.56541,-0.049926,-0.028839,0.45159,0.23172,0.32584,0.83381,0.026728,0.024165,1.5589,0
5544,0.005211,0.50509,-0.09201,0.021037,1.0303,0.015571,0.087765,1.9798,0.02982,0.33756,0.02658,0.02533,0.40393,0.032807,0.48373,-0.1284,0.26527,0.018222,0.009204,0.20161,0.53358,0.046948,0.010391,0.80754,0.027732,0.25445,-0.002156,-0.010996,0.56115,1.9732,0.56371,0.74464,0.029451,0.0129,0.32096,0
5545,0.096818,0.46553,0.20149,0.20939,1.0628,0.2695,0.13381,2.1481,0.09292,0.99436,0.074253,0.26325,0.40532,0.32251,0.64741,0.57742,0.32329,0.17062,0.079427,1.3777,0.42128,0.060915,0.10876,0.11529,0.19058,0.31816,0.026106,0.020021,1.3985,0.36645,1.1616,1.2073,0.059095,0.23887,0.039377,0
5546,0.10972,0.56248,-0.056231,0.19904,1.1011,0.25926,0.12471,1.7778,0.071102,1.0683,0.055365,0.22758,0.42409,0.38393,0.8214,-0.10966,0.28288,0.26282,0.14783,2.011,0.4431,0.074598,0.010213,0.072786,0.57229,0.54378,0.041592,0.020988,0.86624,0.30197,0.82709,0.86415,0.091811,0.25871,0.044815,0
5547,0.032626,0.81853,-0.23417,0.064997,1.0163,0.050705,0.056622,1.2217,0.028955,1.1424,0.024218,0.080588,0.13784,0.085396,0.32284,-0.50374,0.59023,0.052281,0.042794,1.3818,0.18707,0.031765,0.032392,0.3361,0.21718,0.50032,0.005521,0.004098,0.65377,0.58036,0.29651,0.40241,0.01606,0.23669,0.35714,0
5548,0.044253,0.61822,0.08231,0.061799,1.0478,0.088988,0.068795,1.6176,0.031319,1.1381,0.025623,0.078012,0.32404,0.17627,0.47958,0.26563,0.34704,0.12786,0.079046,1.7451,0.33443,0.045769,0.048703,0.14137,0.12574,0.55639,0.014323,0.008293,1.1163,0.36878,1.0457,1.0793,0.045652,0.13657,0.032072,0
5549,0.037994,0.76774,-0.16687,0.088136,1.0663,0.076526,0.09215,1.3025,0.049258,1.2248,0.039524,0.11091,0.17717,0.10319,0.84057,-0.30444,0.71598,0.098706,0.07578,0.99291,0.32615,0.078832,0.13103,0.21571,0.1901,0.4073,0.034548,0.035939,0.58859,0.68633,0.32322,0.59503,0.062163,0.21445,0.84093,0
5551,0.016762,0.60517,-0.025181,-0.04271,1.672,0.046299,0.011976,1.6524,0.011976,1.2723,0.010025,0.033229,0.33475,0.027698,1.8551,-0.042486,0.34558,1.9498,0.038047,1.672,0.52896,0.022755,0.073666,0.55345,0.11657,0.60929,0.036448,0.021799,0.67306,0.36653,0.66617,0.89249,0.30832,0.042455,0.33973,0
5552,0.024512,0.67673,0.090437,0.070415,1.037,0.047346,0.070646,1.4777,0.033048,1.7861,0.026481,0.087666,0.30896,0.08765,0.39269,0.34329,0.72597,0.051797,0.035053,0.92825,0.33956,0.037868,0.008143,0.3185,0.033749,0.015843,0.00025,0.00027,1.0884,0.72385,1.1728,1.2889,0.035686,0.079339,0.099046,0
5554,0.07052,0.65617,0.23038,0.10367,1.0636,0.13303,0.061296,1.524,0.045408,0.95619,0.045408,0.10367,0.34383,0.14507,0.65903,0.96176,0.41477,0.14664,0.096224,1.559,0.46991,0.061959,0.028522,0.17844,0.1525,0.56223,0.07155,0.046072,1.1589,0.36305,1.4354,1.9618,0.059836,0.2051,0.3667,0
5556,0.02653,0.34102,0.17419,0.00316,1.0611,0.11703,0.051861,2.9324,0.021362,1.3224,0.021341,0.002769,0.50136,0.18898,0.38763,0.29085,0.27282,0.13317,0.045414,1.2746,0.61546,0.036532,0.10076,0.13455,0.082297,0.34696,0.0075,0.006033,1.1762,0.19368,0.83713,1.0277,0.057569,0.052916,0.22759,0
5557,0.025862,0.56069,0.10023,0.14608,0.99612,0.059293,0.033353,1.7835,0.025536,0.80462,0.020411,0.18246,0.4161,0.063791,0.37959,0.28305,0.42275,0.086113,0.048283,1.336,0.43112,0.038107,0.046712,0.31679,0.18655,0.92962,0.038378,0.030289,1.152,0.429,1.1751,1.2175,-0.00389,0.062153,0.036112,0
5559,0.039296,0.51825,0.12906,0.0,1.4761,0.11,0.03348,1.9296,0.03348,1.0401,0.026621,0.15842,0.30357,0.075825,2.7074,0.30606,0.32588,2.6352,0.072408,1.4761,0.50808,0.049053,0.084023,0.22088,0.12114,0.56521,0.078209,0.052983,1.1159,0.32896,1.1425,1.2049,0.076112,0.081569,0.05464,0
5560,0.091598,0.44749,0.19728,0.24828,1.0782,0.24653,0.18749,2.2347,0.096232,1.0463,0.096232,0.24828,0.46019,0.3988,1.1925,0.45754,0.45561,0.23525,0.10527,0.99188,0.53614,0.1106,0.045372,0.076571,0.28051,0.65209,0.018414,0.019346,1.2711,0.42089,1.0673,1.2434,0.072571,0.19904,0.16502,0
5562,0.036312,0.5997,0.24805,-0.012416,1.0391,0.062644,0.073244,1.6675,0.026314,1.1306,0.0373,-0.018073,0.33757,0.13673,0.47931,0.72313,0.59654,0.074882,0.044907,1.0063,0.52835,0.046129,0.051589,0.21764,0.096553,0.6869,-0.00078,-0.000801,1.0955,0.43647,0.9841,1.5403,0.037605,0.10757,0.56515,0
5563,0.039088,0.62035,-0.022411,0.048802,1.0392,0.089804,0.050782,1.612,0.027313,0.98956,0.021829,0.063674,0.37965,0.13075,0.38136,-0.046905,0.41414,0.10593,0.065713,1.7914,0.45539,0.036698,0.0012,0.1893,0.13741,0.43655,0.023688,0.013229,0.84178,0.31607,0.79457,0.9531,0.037727,0.10296,0.19951,0
5564,0.039033,0.52805,0.1127,0.0,0.47245,0.31037,0.21049,1.8938,0.096582,1.6244,0.082619,0.0544,0.4612,0.17583,16.257,0.15225,1.0993,0.89155,0.004719,0.47245,0.66089,0.009989,0.075033,0.17353,0.19475,0.40335,-0.006198,-0.013119,0.49186,0.31229,0.63753,0.89277,0.009989,0.082707,0.40035,0
5565,0.016563,0.44721,0.055503,0.030068,1.0068,0.055278,0.045388,2.2361,0.009241,1.0136,0.007248,0.039393,0.41442,0.22173,0.12427,0.098674,0.18037,0.063068,0.028205,2.3186,0.47963,0.012343,0.095249,0.13269,0.10817,0.74447,-0.054395,-0.023804,0.97829,0.16831,0.73675,0.85268,0.006786,0.039967,0.15736,0
5566,0.015829,0.76218,0.20192,0.0,2.265,0.033876,0.014503,1.312,0.00969,2.2717,0.006989,0.065773,0.20658,0.035071,-0.93022,1.3444,0.31739,3.0038,-0.023209,2.265,0.34684,-0.010247,0.076246,-1.8812,0.027663,0.42845,-0.035308,-0.015588,1.115,0.28299,1.5835,2.3094,-0.010247,0.066558,0.45841,0
5571,-0.076631,0.26283,0.25918,-0.085911,0.95716,-0.47715,-0.001616,3.8048,-0.048438,1.0158,-0.048438,-0.085911,0.59299,-0.009728,-0.58364,0.44669,0.13402,-0.36703,-0.096466,1.6204,0.69521,-0.060976,0.38692,-0.38589,-0.77643,1.9993,-0.17054,-0.1078,1.5972,0.097167,1.022,1.1982,-0.044753,-0.12923,0.17239,0
5572,0.030545,0.42601,0.049305,0.031332,1.0295,0.13523,0.058101,2.3474,0.019441,1.2205,0.017737,0.034758,0.49657,0.22798,0.30341,0.070122,0.24599,0.11913,0.050751,1.7283,0.67502,0.029471,0.013693,0.11938,0.12861,0.23977,-0.015825,-0.00919,0.69686,0.148,0.70623,0.96002,0.028679,0.061512,0.35936,0
5573,0.10616,0.59995,-0.16924,0.11071,1.0306,0.23954,0.1143,1.6668,0.073994,1.0632,0.057278,0.15507,0.33127,0.30146,0.97645,-0.28362,0.31916,0.29269,0.1756,2.0255,0.35869,0.094742,0.11835,0.078804,1.0359,0.52539,0.1009,0.054438,0.6722,0.31837,0.55515,0.6011,0.02973,0.32047,0.082779,0
5576,0.015846,0.49027,0.0211,0.017942,1.0089,0.061973,0.053682,2.0397,0.009502,1.1773,0.007349,0.02509,0.44157,0.22662,0.12531,0.032547,0.22717,0.054627,0.026782,2.1918,0.60123,0.012421,0.004213,0.13207,0.20599,0.83114,-0.068479,-0.031759,0.71737,0.15469,0.68112,0.92741,0.008781,0.035886,0.36159,0
5577,0.24968,0.36278,0.29255,0.60523,1.1391,1.741,0.16301,2.7565,0.13344,1.4063,0.10751,0.66545,0.46551,0.87757,1.5902,0.55255,0.1087,0.89373,0.32423,2.3653,0.65028,0.1396,0.63315,0.030355,1.7974,1.8631,0.25554,0.11003,1.2971,0.087306,0.87923,1.2282,0.1221,0.53636,0.39694,0
5582,0.27256,0.43758,0.16824,0.14786,1.0992,1.0749,0.11355,2.2853,0.094304,1.2056,0.079166,0.20035,0.48812,0.7743,1.041,0.31761,0.11067,0.74515,0.32606,3.4691,0.62365,0.094705,0.22111,0.03667,1.1587,0.77825,0.2598,0.07546,1.0748,0.096435,0.92149,1.1774,0.090257,0.55838,0.27766,0
5584,0.1104,0.7368,-0.017445,0.25549,1.0232,0.17726,0.034094,1.3572,0.027142,1.167,0.027142,0.25549,0.23443,0.18822,0.30233,-0.044209,0.18027,0.16312,0.12019,4.1037,0.34839,0.029548,0.022482,0.16316,0.6579,0.70256,0.091911,0.022596,0.82165,0.15667,0.59408,0.88288,0.022635,0.47094,0.48614,0
5585,0.040558,0.86475,0.16152,0.083744,1.0789,0.35039,0.12738,1.1564,0.080717,0.93253,0.080706,0.08375,0.13199,0.074018,1.7322,0.22349,1.7171,0.0933,0.080682,0.54658,0.88098,0.16055,0.11854,0.27302,0.21592,0.77266,0.057233,0.11389,0.32065,0.24855,0.18264,1.219,0.07316,0.30727,0.1599,0
5586,-0.12239,0.92319,-0.15315,-0.11016,3.2474,-0.14177,-0.022062,1.0832,-0.037688,0.88582,-0.037688,-0.003839,-0.1445,-0.077606,-16.911,-0.52832,0.27827,3.6789,-0.10312,3.2474,0.13673,-0.031755,0.024749,-0.47443,-1.1125,0.69516,-0.16635,-0.051225,0.76921,0.25418,0.26498,0.47168,-0.031755,-1.5933,0.78004,0
5587,0.06237,0.21568,0.30786,0.20378,1.0209,0.41086,0.042997,4.6364,0.042997,1.1853,0.034121,0.25783,0.78432,0.28917,0.42397,0.61468,0.096368,0.35197,0.075914,1.8692,0.8087,0.04153,0.45761,0.093408,0.27858,1.439,0.075914,0.04153,2.3143,0.10684,1.566,1.6147,0.020439,0.079522,0.031095,0
5588,-0.055142,0.96674,4.4e-05,-0.11395,0.94098,-0.2607,-0.027244,1.0344,-0.072421,2.2656,-0.072846,-0.11522,0.029584,-0.021665,-0.64518,5.6e-05,1.1874,-0.053687,-0.051902,0.77572,0.78604,-0.068565,0.34034,-1.7953,-1.0482,0.75005,-0.086099,-0.11374,0.21756,0.2614,0.037464,0.9954,-0.062722,-1.8639,0.1599,0
5589,0.14463,0.22575,0.3249,0.52528,1.0293,0.72074,0.06317,4.4297,0.039052,1.2051,0.039052,0.52528,0.71549,1.0363,0.39325,0.6848,0.043287,0.62678,0.1415,3.7507,0.74058,0.038207,0.38445,0.032155,2.2829,2.3034,0.052174,0.014088,2.3281,0.05577,1.5081,1.561,0.028452,0.20214,0.035061,0
5591,0.046414,0.75743,0.27098,0.0,1.5627,0.19667,0.032994,1.3203,0.032994,1.042,0.0297,0.089538,0.23646,0.061278,0.79901,0.58046,0.47323,1.9258,0.03703,1.5627,0.73783,0.023696,0.068293,0.31571,0.19855,1.142,0.079971,0.051174,0.7039,0.17973,0.51959,1.5805,0.067473,0.19134,2.0417,0
5592,0.037869,0.31752,0.22548,0.058954,1.0037,0.17174,0.041081,3.1494,0.0165,1.0754,0.012274,0.084963,0.61305,0.35813,0.14373,0.47164,0.036453,0.13914,0.044181,3.139,0.63414,0.014319,0.69162,0.086974,0.67159,1.5704,-0.031663,-0.010262,1.6437,0.096437,1.2823,1.3264,0.003732,0.061772,0.034393,0
5594,0.1285,0.71353,0.008243,0.0,2.7426,0.23678,0.068379,1.4015,0.058407,1.6709,0.046854,0.16447,0.2253,0.21843,4.8641,0.02615,0.25749,3.5657,0.19923,2.7426,0.32316,0.072643,0.012356,0.10519,0.27455,0.32034,0.17141,0.0625,0.9597,0.26591,0.90878,1.0252,0.072643,0.44858,0.1281,0
5595,0.11139,0.56186,0.018115,0.41432,1.0735,0.30731,0.11593,1.7798,0.077064,1.1632,0.061457,0.51784,0.2689,0.32363,0.84402,0.03435,0.30408,0.25363,0.1425,1.846,0.37624,0.078623,0.028388,0.086745,0.59511,0.62805,0.072058,0.039756,0.8412,0.26921,0.5099,0.71344,0.068469,0.41424,0.39917,0
5596,0.070409,0.71768,0.031269,0.10432,1.07,0.16609,0.05407,1.3934,0.047162,1.6857,0.037548,0.13944,0.2823,0.11616,0.65792,0.071672,0.34868,0.16065,0.11529,1.8769,0.46753,0.061485,0.12065,0.18398,0.64543,0.85385,0.10234,0.054576,0.78547,0.30384,0.64706,1.0716,0.065463,0.24941,0.65615,0
5597,0.19288,0.50773,-0.065073,0.34749,1.053,0.49563,0.060187,1.9696,0.049742,1.1481,0.039953,0.43651,0.43426,0.47921,0.53392,-0.11209,0.10386,0.48213,0.24479,4.8337,0.45748,0.050705,0.016122,0.056543,1.405,0.58234,0.19437,0.04026,0.82611,0.10568,0.748,0.78799,0.050322,0.44417,0.053461,0
5598,0.004515,0.41274,0.15091,0.00912,1.0057,0.040899,0.040739,2.4228,0.004816,1.0595,0.001762,0.028681,0.5434,0.23396,0.035373,0.27571,0.114,0.021836,0.009012,2.5912,0.65441,0.003517,0.43907,0.13427,0.053506,1.2205,-0.083036,-0.032405,1.0967,0.11843,0.99279,1.1956,0.005704,0.008309,0.20427,0
5601,0.20518,0.53415,-0.025103,0.0,3.4308,0.52765,0.098718,1.8721,0.073999,1.1647,0.059806,0.76844,0.28608,0.54289,24.419,-0.046148,0.15569,6.0799,0.19169,3.4308,0.48945,0.055873,0.013753,0.051201,2.8208,0.79665,0.17814,0.051924,0.85376,0.14815,0.8564,0.89979,0.055873,0.44044,0.050664,0
5602,0.11869,0.40377,0.21142,0.11728,1.084,0.38256,0.061679,2.4766,0.0464,1.2901,0.037176,0.14771,0.43243,0.41477,0.50105,0.52679,0.094558,0.36549,0.14758,3.2218,0.44896,0.046222,0.2877,0.067605,0.64412,1.0701,0.098795,0.030943,1.4827,0.13148,1.0775,1.1187,0.077497,0.27448,0.038226,0
5604,-0.19657,0.28304,0.019327,-0.27397,1.9681,-0.90039,-0.0474,3.533,-0.099877,1.0708,-0.099877,-0.2302,-0.47054,-0.32959,-15.05,0.025352,0.10426,7.616,-0.12493,1.9681,0.73066,-0.063479,0.41239,-0.11614,-3.9628,0.86132,-0.2878,-0.14623,0.8396,0.10128,0.94045,0.95843,-0.063479,-0.27417,0.01912,0
5607,0.13549,0.64186,0.21347,0.029757,5.9726,0.28732,0.02845,1.558,0.026893,1.8861,0.022686,0.19849,0.2769,0.22559,3.801,0.93829,0.10747,9.0185,0.19168,5.9726,0.43998,0.032093,0.078709,0.11049,1.428,1.2121,0.17503,0.029306,1.2035,0.096574,1.5742,1.9339,0.032093,0.37832,0.22851,0
5609,0.11764,0.3762,0.20242,0.22796,1.0444,0.44922,0.070214,2.6581,0.04931,1.3453,0.038651,0.29222,0.55925,0.48185,0.50841,0.43673,0.10073,0.39387,0.14817,3.0955,0.60135,0.048682,0.20898,0.058396,0.6559,1.069,0.084547,0.027777,1.4261,0.11464,1.2066,1.2975,0.042469,0.21036,0.075279,0
5611,0.052444,0.35406,0.3254,0.084105,1.0429,0.20018,0.047526,2.8244,0.028819,1.187,0.022673,0.10654,0.61735,0.27033,0.31307,0.95261,0.091182,0.19612,0.069439,2.3368,0.63839,0.03002,0.43264,0.10328,0.34391,1.5192,0.026168,0.011313,1.8596,0.15014,1.8073,1.8689,0.041112,0.08495,0.034085,0
5612,0.052153,0.60602,-0.13688,0.12529,1.0381,0.17132,0.049617,1.6501,0.029655,1.0335,0.023119,0.15853,0.3843,0.16036,0.39142,-0.18339,0.26123,0.14036,0.085058,2.2619,0.59984,0.037706,0.047493,0.15316,0.67507,0.45162,0.040027,0.017744,0.41847,0.17969,0.51488,0.80365,0.036695,0.13571,0.56086,0
5613,0.15378,0.29537,0.15504,0.23095,1.132,0.94845,0.16514,3.3856,0.12029,1.2426,0.09685,0.28724,0.63681,0.76175,1.4075,0.2409,0.16075,0.66836,0.19741,1.6078,0.73081,0.12433,0.20122,0.036149,0.79237,0.80618,0.12619,0.079476,1.2067,0.14357,0.98948,1.1355,0.11664,0.24148,0.14761,0
5614,0.007583,0.63559,-0.17778,0.007583,0.99844,0.014328,0.029233,1.5734,0.004039,0.99232,0.004039,0.007583,0.19902,0.086342,0.12704,-0.27411,0.33729,0.037581,0.023886,1.909,0.30538,0.012724,0.01369,0.29356,0.099709,0.52038,-0.023409,-0.01247,0.55294,0.28147,0.30686,0.47087,-0.001564,0.038101,0.53445,0
5616,0.066053,0.57249,0.16177,0.0,3.1589,0.27823,0.05155,1.7468,0.02678,1.1077,0.02091,0.136,0.33698,0.25206,12.101,0.30284,0.14059,5.5883,-0.013663,3.1589,0.51774,-0.004325,0.43601,0.11316,0.57563,1.1546,0.012145,0.003845,0.81368,0.095039,0.80032,0.96922,-0.004325,0.15451,0.21104,0
5618,0.030304,0.60072,0.12332,0.0,3.4537,0.11725,0.024488,1.6647,0.011411,1.0811,0.008774,-0.059093,0.12826,0.12563,3.3119,0.22814,0.16995,5.7387,0.080655,3.4537,0.48321,0.023353,0.059393,0.19769,0.16304,0.81391,0.010963,0.003174,0.76486,0.097509,0.73867,0.89394,0.023353,0.075897,0.2102,0
5619,0.00193,0.60533,-0.033191,-0.001842,2.4087,0.010212,0.024297,1.652,0.002191,0.98405,0.000801,0.00633,0.24426,0.091149,0.79355,-0.064281,0.24062,4.0373,-0.009766,2.4087,0.4372,-0.004054,0.049831,0.33155,0.025936,0.79181,-0.045632,-0.018945,0.79901,0.21149,0.76437,0.84672,-0.004054,0.00489,0.10774,0
5621,0.12692,0.45914,0.19363,0.0,3.0849,0.49612,0.0632,2.178,0.05205,1.1806,0.041144,0.16759,0.31185,0.35135,23.477,0.40111,0.13764,6.6431,0.055773,3.0849,0.58421,0.018079,0.10676,0.076008,0.58476,0.92762,0.13256,0.042972,1.1266,0.10611,1.1204,1.2102,0.018079,0.23467,0.080156,0
5628,0.022969,0.57957,0.073234,0.057523,1.0143,0.078442,0.035246,1.7254,0.009685,1.0473,0.007411,0.077899,0.26343,0.17633,0.15881,0.1346,0.18429,0.083732,0.048528,3.1524,0.46031,0.015657,0.061154,0.14915,0.23546,0.93646,-0.030699,-0.009905,0.78665,0.12523,0.48417,0.84603,0.014091,0.087195,0.7474,0
5629,0.11568,0.54547,0.025723,0.14115,1.054,0.40015,0.070566,1.8333,0.057035,1.3912,0.04911,0.15982,0.4076,0.27051,0.63752,0.040284,0.22998,0.2612,0.14247,2.393,0.61732,0.060486,0.017196,0.10286,0.80424,0.6482,0.1106,0.046955,0.66267,0.15023,0.63833,0.96677,0.051223,0.28381,0.51455,0
5630,0.030427,0.28523,0.39426,0.0,1.4766,0.22759,0.027753,3.5059,0.027753,1.0599,0.020605,0.076142,0.65699,0.10667,10.303,0.92618,-0.057345,4.6571,0.029801,1.4766,0.75666,0.020182,2.0588,0.40157,0.35535,2.714,0.023676,0.016034,2.0135,0.13555,1.6791,1.7775,0.11373,0.042569,0.058608,0
5631,0.048018,0.35406,0.26327,0.090598,1.0159,0.19165,0.063171,2.8244,0.024013,1.1418,0.018681,0.12009,0.52152,0.4199,0.229,0.6349,0.046538,0.16365,0.057941,2.6292,0.55351,0.022541,0.75703,0.073397,0.58284,1.5616,-0.042713,-0.016617,1.6532,0.12729,1.2577,1.3349,0.015676,0.092072,0.061338,0
5632,0.21419,0.33745,0.22381,0.26191,1.0924,1.9926,0.12665,2.9634,0.099477,1.7603,0.079522,0.32752,0.45858,0.85158,1.145,0.34876,0.12086,0.83659,0.28231,2.7613,0.66157,0.10482,0.096415,0.031208,1.045,1.1402,0.20913,0.077644,1.0617,0.054539,0.71461,1.0309,0.084608,0.46706,0.44264,0
5633,0.05005,0.51921,0.043253,0.05474,1.016,0.13549,0.035282,1.926,0.018557,1.2053,0.014317,0.079327,0.41695,0.209,0.18977,0.0905,0.1442,0.12577,0.0653,3.5135,0.45735,0.018679,0.033169,0.13792,0.50801,0.88457,0.006833,0.001955,1.0055,0.13915,0.8724,0.95693,0.0157,0.12004,0.096895,0
5634,0.056892,0.28935,0.062695,0.087028,1.0144,0.2587,0.064406,3.4561,0.029399,1.1509,0.023674,0.10641,0.50919,0.48736,0.30279,0.09439,0.10869,0.24791,0.071731,2.4487,0.52544,0.02985,0.10666,0.061035,1.0277,1.0269,-0.012393,-0.005157,1.1605,0.11528,0.7666,0.79107,0.014185,0.11173,0.031926,0
5636,0.018304,0.52437,0.17129,0.046391,1.007,0.0642,0.017527,1.9071,0.005824,1.0591,0.003331,0.085073,0.45302,0.15755,0.04676,0.51861,0.063125,0.048661,0.025516,5.6223,0.47897,0.004644,0.37442,0.19193,0.25673,1.2006,-0.038791,-0.00706,1.2772,0.09134,1.3716,1.4502,0.006915,0.040405,0.057263,0
5637,0.048562,0.32806,0.3735,0.080998,1.0069,0.18429,0.021075,3.0482,0.011501,1.0602,0.009289,0.10638,0.61766,0.30058,0.098309,1.244,-0.011409,0.15558,0.051041,5.2698,0.61947,0.009763,1.1896,0.10669,0.39543,1.7684,0.000993,0.00019,2.133,0.06284,2.0572,2.0632,0.006869,0.078622,0.002917,0
5638,0.004361,0.43652,0.027355,-0.041615,1.005,0.014378,0.025801,2.2908,0.002336,1.1125,0.001816,-0.043357,0.50477,0.13911,0.051302,0.04697,0.17872,0.028088,0.012261,2.4143,0.55104,0.005105,0.024904,0.20914,0.033351,0.73502,-0.044101,-0.01836,0.95666,0.16329,0.86671,0.94616,0.004997,0.00864,0.091672,0
5639,0.064712,0.44645,0.098329,0.072041,1.0444,0.26491,0.055313,2.2399,0.037568,1.3092,0.029015,0.09502,0.45648,0.23359,0.38973,0.16797,0.19702,0.1864,0.083221,2.2462,0.58665,0.037315,0.055593,0.11953,0.26435,0.53691,0.043644,0.019569,0.92867,0.14812,0.77978,1.0022,0.042549,0.14176,0.28517,0
5641,0.048706,0.34423,0.35939,0.068799,1.0513,0.23433,0.059,2.9051,0.030298,0.99713,0.023775,0.091055,0.60109,0.31231,0.32174,0.95652,0.13714,0.18214,0.062696,2.0837,0.68044,0.030604,0.24149,0.093147,0.11887,0.80998,0.003897,0.001902,1.8136,0.13593,1.5998,1.811,0.048804,0.081029,0.13201,0
5642,0.011803,0.60042,-0.010685,0.021949,1.0027,0.023694,0.022013,1.6655,0.00453,1.1012,0.004466,0.034039,0.28938,0.096618,0.11108,-0.021142,0.22597,0.048767,0.029281,2.6707,0.38451,0.011078,0.024806,0.26149,0.091762,0.7243,-0.016928,-0.006405,0.82376,0.19169,0.57257,0.7608,0.00271,0.040786,0.32875,0
5643,0.013072,0.40813,0.1249,0.030961,1.006,0.055828,0.024245,2.4502,0.005822,1.1274,0.004295,0.041014,0.50357,0.16942,0.03558,0.22397,0.112,0.026374,0.010764,3.0833,0.59428,0.003537,0.22217,0.20075,0.07327,0.83141,-0.04531,-0.014887,1.0838,0.10492,0.90298,1.0656,0.00601,0.02596,0.18013,0
5644,0.03784,0.44956,0.038399,0.052138,1.0249,0.13938,0.058148,2.2244,0.025063,1.1105,0.017622,0.077252,0.47743,0.2422,0.27112,0.066726,0.20552,0.12636,0.056804,2.1647,0.54086,0.026453,0.056542,0.11561,0.25826,0.71999,-0.01424,-0.006632,0.94431,0.18429,0.82962,0.93985,0.024309,0.079258,0.13287,0
5645,0.018626,0.47464,-0.037705,0.03914,0.99259,0.056818,0.03606,2.1069,0.008503,1.075,0.006412,0.051959,0.45834,0.20791,0.11338,-0.062535,0.15399,0.069912,0.033183,2.9685,0.49821,0.011422,0.064112,0.1378,0.11416,0.538,-0.046871,-0.016134,0.83656,0.14855,0.76018,0.82631,-0.007465,0.040638,0.086985,0
5646,0.033271,0.43821,0.18684,0.014039,0.99589,0.1398,0.048571,2.282,0.015517,1.1357,0.013041,0.022979,0.43216,0.26837,0.1672,0.35255,0.10064,0.097746,0.042833,2.6652,0.58718,0.016789,0.67609,0.11329,0.29787,1.2653,-0.041497,-0.016265,1.0726,0.11054,0.81545,1.108,-0.004128,0.076988,0.35871,0
5647,0.014439,0.40141,0.077843,0.01623,1.0012,0.060262,0.030668,2.4912,0.005859,1.0621,0.004372,0.027858,0.5189,0.2401,0.070099,0.12951,0.090046,0.057607,0.023124,3.3283,0.5992,0.007001,0.33734,0.12561,0.14343,0.92892,-0.058814,-0.017807,0.99389,0.097344,0.86334,0.99694,0.001209,0.027826,0.15474,0
5648,0.029461,0.57441,0.16141,0.044319,1.0191,0.076242,0.037752,1.7409,0.013146,1.2711,0.010236,0.056975,0.39251,0.17459,0.13452,0.47153,0.18413,0.06614,0.037991,2.9067,0.47065,0.013199,0.089741,0.17355,0.15624,0.94529,-0.032833,-0.011407,1.145,0.17571,1.1466,1.3749,0.018749,0.075057,0.19907,0
5649,0.011492,0.21989,0.18835,0.033492,1.0006,0.068297,0.02781,4.5477,0.00557,1.0035,0.004372,0.043182,0.67668,0.31809,0.06296,0.31536,0.055538,0.075213,0.016539,2.6561,0.68219,0.006292,0.34678,0.096401,0.08867,1.2741,-0.041915,-0.015947,1.8315,0.081609,1.133,1.1422,0.00058,0.016983,0.008151,0
5650,0.061468,0.28296,0.41937,0.069571,1.0197,0.33198,0.050736,3.534,0.031555,1.2397,0.025597,0.08917,0.68079,0.38002,0.29064,1.1901,0.025554,0.24189,0.068446,2.4328,0.7355,0.028503,0.9747,0.081241,0.55298,2.3503,0.022383,0.009321,2.2887,0.09692,1.932,2.0872,0.0193,0.090289,0.080361,0
5651,0.069102,0.57379,0.14256,0.088811,1.0236,0.20597,0.054828,1.7428,0.027514,1.0731,0.020976,0.12503,0.31134,0.27724,0.30941,0.34156,0.16292,0.17354,0.099576,3.3302,0.44507,0.030227,0.19008,0.099519,0.28686,0.77656,0.009598,0.002914,1.0154,0.13674,0.74593,1.0663,0.023086,0.22195,0.42954,0
5652,0.013967,0.30068,0.19889,0.029634,0.99454,0.081708,0.043124,3.3258,0.007473,1.175,0.005917,0.037864,0.54465,0.32633,0.06534,0.33983,0.08752,0.051576,0.015508,2.4003,0.62946,0.00657,0.47895,0.09919,0.16804,1.5363,-0.068645,-0.029082,1.3794,0.090956,0.93065,1.0756,-0.005491,0.025643,0.1557,0
